ven_lati,ven_long,ven_vlrven
'-3.74925','-38.547696','R$ 40.90'
'-3.746735','-38.540449','R$ 43.70'
'-3.7485387','-38.5579467','R$ 26.90'
'-3.731217','-38.570819','R$ 51.90'
'-3.72855','-38.5621099','R$ 53.80'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.746419','-38.558814','R$ 36.80'
'-3.746419','-38.558814','R$ 44.70'
'-3.746735','-38.540449','R$ 88.60'
'-3.734848','-38.553266','R$ 31.79'
'-3.7358785','-38.558603','R$ 50.60'
'-3.731217','-38.570819','R$ 37.30'
'-3.746735','-38.540449','R$ 42.80'
'-3.731911','-38.576533','R$ 30.79'
'-3.74925','-38.547696','R$ 40.90'
'-3.72855','-38.5621099','R$ 26.90'
'-3.730348','-38.56373','R$ 75.60'
'-3.729097','-38.5475973','R$ 44.80'
'-3.723042','-38.56206','R$ 65.60'
'-3.730563','-38.547759','R$ 46.70'
'-3.7303','-38.560955','R$ 26.89'
'-3.733913','-38.523948','R$ 61.40'
'-3.739644','-38.52242','R$ 48.80'
'-3.723875','-38.567249','R$ 29.89'
'-3.734217','-38.537818','R$ 39.20'
'-3.751776','-38.528959','R$ 34.79'
'-3.733627','-38.538545','R$ 70.70'
'-3.735554','-38.563024','R$ 78.60'
'-3.733913','-38.523948','R$ 61.40'
'-3.730563','-38.547759','R$ 62.69'
'-3.743927','-38.541977','R$ 112.40'
'-3.733342','-38.546771','R$ 30.79'
'-3.735879','-38.558603','R$ 69.30'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.72855','-38.5621099','R$ 26.90'
'-3.725319','-38.553133','R$ 45.70'
'-3.733342','-38.546771','R$ 30.79'
'-3.723894','-38.549495','R$ 38.90'
'-3.749126','-38.531213','R$ 134.10'
'-3.733411','-38.55941','R$ 32.39'
'-3.729708','-38.55422','R$ 41.70'
'-3.746735','-38.540449','R$ 41.80'
'-3.7358785','-38.558603','R$ 65.40'
'-3.738378','-38.542684','R$ 20.89'
'-3.733342','-38.546771','R$ 20.89'
'-3.72855','-38.5621099','R$ 26.90'
'-3.751776','-38.528959','R$ 47.70'
'-3.748972','-38.562417','R$ 36.30'
'-3.735753','-38.558441','R$ 42.90'
'-3.731911','-38.576533','R$ 28.79'
'-3.74925','-38.547696','R$ 40.90'
'-3.730348','-38.56373','R$ 29.89'
'-3.736885','-38.557982','R$ 28.79'
'-3.727807','-38.553324','R$ 37.70'
'-3.742845','-38.530627','R$ 31.79'
'-3.736204','-38.558439','R$ 62.70'
'-3.723042','-38.56206','R$ 20.89'
'-3.7485387','-38.5579467','R$ 23.30'
'-3.741162','-38.534123','R$ 129.00'
'-3.734217','-38.537818','R$ 45.80'
'-3.735753','-38.558441','R$ 42.90'
'-3.7485387','-38.5579467','R$ 29.40'
'-3.733342','-38.546771','R$ 20.89'
'-3.756931','-38.563015','R$ 108.00'
'-3.72855','-38.5621099','R$ 26.90'
'-3.723042','-38.56206','R$ 53.70'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.7303','-38.560955','R$ 47.90'
'-3.723894','-38.549495','R$ 38.90'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.7544725','-38.5317294','R$ 111.40'
'-3.736187','-38.545863','R$ 37.80'
'-3.72855','-38.5621099','R$ 26.90'
'-3.739554','-38.556839','R$ 70.80'
'-3.751776','-38.528959','R$ 47.70'
'-3.735753','-38.558441','R$ 42.90'
'-3.723875','-38.567249','R$ 29.89'
'-3.729708','-38.55422','R$ 43.70'
'-3.723894','-38.549495','R$ 38.90'
'-3.746735','-38.540449','R$ 68.70'
'-3.736204','-38.558439','R$ 56.70'
'-3.748972','-38.562417','R$ 40.30'
'-3.722233','-38.523542','R$ 48.80'
'-3.7485387','-38.5579467','R$ 30.90'
'-3.734217','-38.537818','R$ 43.40'
'-3.739644','-38.52242','R$ 48.80'
'-3.733913','-38.523948','R$ 61.40'
'-3.731217','-38.570819','R$ 41.40'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.72855','-38.5621099','R$ 26.90'
'-3.725319','-38.553133','R$ 25.69'
'-3.742845','-38.530627','R$ 31.79'
'-3.736204','-38.558439','R$ 31.29'
'-3.735753','-38.558441','R$ 42.90'
'-3.723875','-38.567249','R$ 29.89'
'-3.751776','-38.528959','R$ 42.80'
'-3.7248784','-38.5651794','R$ 39.80'
'-3.746735','-38.540449','R$ 88.60'
'-3.728764','-38.553886','R$ 103.60'
'-3.736204','-38.558439','R$ 34.79'
'-3.7248784','-38.5651794','R$ 39.80'
'-3.739283','-38.562342','R$ 65.20'
'-3.72855','-38.5621099','R$ 26.90'
'-3.7485387','-38.5579467','R$ 29.40'
'-3.731245','-38.550686','R$ 47.90'
'-3.730362','-38.563572','R$ 51.80'
'-3.735879','-38.558603','R$ 46.30'
'-3.748948','-38.548706','R$ 48.80'
'-3.7248784','-38.5651794','R$ 39.80'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.729708','-38.55422','R$ 47.70'
'-3.722233','-38.523542','R$ 48.80'
'-3.741186','-38.555902','R$ 48.30'
'-3.731217','-38.570819','R$ 49.90'
'-3.7485387','-38.5579467','R$ 31.40'
'-3.731858','-38.55631','R$ 26.89'
'-3.724317','-38.548511','R$ 52.70'
'-3.723894','-38.549495','R$ 38.90'
'-3.736187','-38.545863','R$ 37.80'
'-3.733913','-38.523948','R$ 61.40'
'-3.723042','-38.56206','R$ 53.70'
'-3.73928','-38.562287','R$ 58.90'
'-3.7485387','-38.5579467','R$ 29.30'
'-3.751776','-38.528959','R$ 42.80'
'-3.735753','-38.558441','R$ 36.80'
'-3.735753','-38.558441','R$ 42.90'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.7303','-38.560955','R$ 43.80'
'-3.733342','-38.546771','R$ 20.89'
'-3.723894','-38.549495','R$ 38.90'
'-3.734925','-38.561976','R$ 55.90'
'-3.734848','-38.553266','R$ 21.89'
'-3.734217','-38.537818','R$ 42.40'
'-3.731145','-38.550659','R$ 57.80'
'-3.7485387','-38.5579467','R$ 33.30'
'-3.730348','-38.56373','R$ 29.89'
'-3.751776','-38.528959','R$ 42.80'
'-3.731217','-38.570819','R$ 70.70'
'-3.741186','-38.555902','R$ 47.90'
'-3.7485387','-38.5579467','R$ 26.90'
'-3.736187','-38.545863','R$ 58.30'
'-3.723042','-38.56206','R$ 74.70'
'-3.735753','-38.558441','R$ 42.90'
'-3.748948','-38.548706','R$ 40.90'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.727807','-38.553324','R$ 55.70'
'-3.746735','-38.540449','R$ 45.80'
'-3.734848','-38.553266','R$ 31.79'
'-3.7372071','-38.5646864','R$ 40.90'
'-3.731217','-38.570819','R$ 45.90'
'-3.723336','-38.5641','R$ 50.80'
'-3.743927','-38.541977','R$ 94.70'
'-3.723894','-38.549495','R$ 29.89'
'-3.736204','-38.558439','R$ 56.20'
'-3.723042','-38.56206','R$ 60.70'
'-3.733411','-38.55941','R$ 32.39'
'-3.729708','-38.55422','R$ 50.80'
'-3.752724','-38.551467','R$ 47.90'
'-3.734848','-38.553266','R$ 54.70'
'-3.731858','-38.55631','R$ 26.89'
'-3.7358785','-38.558603','R$ 54.60'
'-3.72855','-38.5621099','R$ 26.90'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.734925','-38.561976','R$ 48.90'
'-3.722233','-38.523542','R$ 48.80'
'-3.723042','-38.56206','R$ 60.70'
'-3.7303','-38.560955','R$ 34.79'
'-3.722233','-38.523542','R$ 88.70'
'-3.730348','-38.56373','R$ 29.89'
'-3.725319','-38.553133','R$ 30.69'
'-3.748993','-38.551037','R$ 47.80'
'-3.729708','-38.55422','R$ 62.70'
'-3.736885','-38.557982','R$ 28.79'
'-3.751776','-38.528959','R$ 42.80'
'-3.7485387','-38.5579467','R$ 30.80'
'-3.731911','-38.576533','R$ 41.80'
'-3.741186','-38.555902','R$ 61.80'
'-3.751776','-38.528959','R$ 56.80'
'-3.729708','-38.55422','R$ 41.70'
'-3.758777','-38.545509','R$ 56.30'
'-3.736187','-38.545863','R$ 58.30'
'-3.742845','-38.530627','R$ 28.29'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.723894','-38.549495','R$ 38.90'
'-3.746735','-38.540449','R$ 68.70'
'-3.723042','-38.56206','R$ 117.40'
'-3.731217','-38.570819','R$ 43.90'
'-3.7544725','-38.5317294','R$ 116.50'
'-3.729708','-38.55422','R$ 41.70'
'-3.73928','-38.562287','R$ 58.90'
'-3.734848','-38.553266','R$ 20.89'
'-3.758777','-38.545509','R$ 36.80'
'-3.751776','-38.528959','R$ 142.40'
'-3.722233','-38.523542','R$ 48.80'
'-3.74925','-38.547696','R$ 40.90'
'-3.73928','-38.562287','R$ 43.80'
'-3.729708','-38.55422','R$ 110.20'
'-3.742845','-38.530627','R$ 28.09'
'-3.74925','-38.547696','R$ 40.90'
'-3.730348','-38.56373','R$ 29.89'
'-3.723875','-38.567249','R$ 27.89'
'-3.739644','-38.52242','R$ 48.80'
'-3.736885','-38.557982','R$ 28.79'
'-3.736187','-38.545863','R$ 37.80'
'-3.723042','-38.56206','R$ 67.40'
'-3.74925','-38.547696','R$ 48.80'
'-3.723705','-38.541582','R$ 40.90'
'-3.739554','-38.556839','R$ 68.70'
'-3.734217','-38.537818','R$ 42.10'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.741186','-38.555902','R$ 44.80'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.734925','-38.561976','R$ 28.79'
'-3.735879','-38.558603','R$ 80.00'
'-3.729708','-38.55422','R$ 37.50'
'-3.746419','-38.558814','R$ 44.90'
'-3.736885','-38.557982','R$ 28.79'
'-3.733627','-38.538545','R$ 74.20'
'-3.735753','-38.558441','R$ 46.60'
'-3.72855','-38.5621099','R$ 26.90'
'-3.731217','-38.570819','R$ 74.80'
'-3.736885','-38.557982','R$ 28.79'
'-3.731858','-38.55631','R$ 34.79'
'-3.752341','-38.584574','R$ 29.89'
'-3.741186','-38.555902','R$ 47.30'
'-3.731217','-38.570819','R$ 44.90'
'-3.736885','-38.557982','R$ 28.79'
'-3.7358785','-38.558603','R$ 73.40'
'-3.725319','-38.553133','R$ 29.89'
'-3.725319','-38.553133','R$ 29.89'
'-3.723042','-38.56206','R$ 74.60'
'-3.731911','-38.576533','R$ 36.70'
'-3.735753','-38.558441','R$ 42.90'
'-3.743927','-38.541977','R$ 61.80'
'-3.731217','-38.570819','R$ 45.90'
'-3.731145','-38.550659','R$ 43.90'
'-3.7248784','-38.5651794','R$ 35.90'
'-3.736885','-38.557982','R$ 28.79'
'-3.734217','-38.537818','R$ 43.30'
'-3.736187','-38.545863','R$ 37.80'
'-3.724317','-38.548511','R$ 27.89'
'-3.7485387','-38.5579467','R$ 29.30'
'-3.756931','-38.563015','R$ 48.70'
'-3.7544725','-38.5317294','R$ 105.40'
'-3.741186','-38.555902','R$ 64.30'
'-3.723042','-38.56206','R$ 39.40'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.748993','-38.551037','R$ 50.30'
'-3.74925','-38.547696','R$ 40.90'
'-3.7248784','-38.5651794','R$ 37.90'
'-3.72842','-38.562057','R$ 20.69'
'-3.736204','-38.558439','R$ 22.59'
'-3.723894','-38.549495','R$ 38.90'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.733411','-38.55941','R$ 32.39'
'-3.731858','-38.55631','R$ 93.40'
